vehicle_id,day,odometer_km,engine_temp_c,vibration_g,battery_voltage_v,brake_pad_mm,tire_pressure_psi,fuel_efficiency_kmpl,rpm,fault_code_present,failing_component,rul_engine,rul_battery,rul_brakes,rul_tires,fault_label
1,100,45608,87.33,0.341,12.7,7.99,31.43,14.55,2182,0,none,999,999,999,999,0
1,101,45652,86.74,0.294,12.69,7.99,31.37,14.41,2202,0,none,999,999,999,999,0
1,102,45863,87.22,0.322,12.71,7.99,31.05,14.7,2171,0,none,999,999,999,999,0
1,103,45945,87.65,0.32,12.69,7.98,31.42,14.74,2124,0,none,999,999,999,999,0
1,104,46030,88.27,0.347,12.67,7.98,30.6,14.21,2135,0,none,999,999,999,999,0
1,105,46084,87.55,0.344,12.66,7.98,31.09,14.65,2107,0,none,999,999,999,999,0
1,106,46169,87.74,0.354,12.66,7.97,31.97,14.51,2117,0,none,999,999,999,999,0
1,107,46320,88.4,0.334,12.66,7.97,31.65,14.78,2226,0,none,999,999,999,999,0
1,108,46392,85.66,0.316,12.65,7.97,31.38,14.44,2162,0,none,999,999,999,999,0
1,109,46502,87.64,0.324,12.69,7.96,31.48,14.78,2234,0,none,999,999,999,999,0
1,110,46638,86.54,0.321,12.74,7.96,31.61,14.59,2204,0,none,999,999,999,999,0
1,111,46852,87.49,0.329,12.55,7.95,31.46,13.82,2099,0,none,999,999,999,999,0
1,112,46964,86.53,0.308,12.76,7.95,31.2,15.0,2168,0,none,999,999,999,999,0
1,113,47041,86.72,0.32,12.69,7.95,30.94,14.5,2139,0,none,999,999,999,999,0
1,114,47247,87.58,0.32,12.71,7.94,31.53,14.35,2127,0,none,999,999,999,999,0
1,115,47405,88.45,0.332,12.62,7.94,31.42,14.7,2183,0,none,999,999,999,999,0
1,116,47552,88.32,0.316,12.67,7.93,31.61,14.85,2240,0,none,999,999,999,999,0
1,117,47752,88.84,0.325,12.7,7.93,31.6,14.54,2139,0,none,999,999,999,999,0
1,118,47893,87.92,0.329,12.73,7.93,31.24,14.7,2184,0,none,999,999,999,999,0
1,119,47962,85.93,0.302,12.64,7.92,31.36,14.5,2155,0,none,999,999,999,999,0
1,120,48142,88.3,0.331,12.72,7.92,30.72,14.48,2081,0,none,999,999,999,999,0
1,121,48193,89.35,0.327,12.67,7.92,31.49,14.45,2168,0,none,999,999,999,999,0
1,122,48290,88.89,0.336,12.65,7.91,31.64,14.69,2172,0,none,999,999,999,999,0
1,123,48402,88.57,0.303,12.72,7.91,30.98,14.51,2173,0,none,999,999,999,999,0
1,124,48606,89.69,0.326,12.71,7.9,31.38,14.64,2162,0,none,999,999,999,999,0
1,125,48698,87.15,0.321,12.64,7.9,31.49,14.84,2165,0,none,999,999,999,999,0
1,126,48892,87.64,0.291,12.65,7.9,31.42,14.81,2281,0,none,999,999,999,999,0
1,127,49045,87.74,0.331,12.7,7.89,31.38,14.47,2112,0,none,999,999,999,999,0
1,128,49097,87.59,0.311,12.69,7.89,31.59,14.59,2142,0,none,999,999,999,999,0
1,129,49156,88.51,0.342,12.76,7.88,31.69,14.67,2192,0,none,999,999,999,999,0
1,130,49213,88.76,0.295,12.65,7.88,31.74,14.72,2228,0,none,999,999,999,999,0
1,131,49292,88.04,0.324,12.75,7.88,31.24,14.62,2129,0,none,999,999,999,999,0
1,132,49492,87.02,0.318,12.68,7.88,31.27,14.91,2164,0,none,999,999,999,999,0
1,133,49580,87.6,0.309,12.76,7.87,31.3,14.81,2171,0,none,999,999,999,999,0
1,134,49768,87.92,0.357,12.58,7.87,30.75,14.44,2169,0,none,999,999,999,999,0
1,135,49868,89.14,0.343,12.7,7.86,31.64,14.61,2146,0,none,999,999,999,999,0
1,136,49939,87.92,0.352,12.57,7.86,30.92,14.31,2154,0,none,999,999,999,999,0
1,137,49980,86.89,0.372,12.78,7.85,31.23,14.48,2122,0,none,999,999,999,999,0
1,138,50121,86.72,0.321,12.61,7.85,31.12,14.58,2183,0,none,999,999,999,999,0
1,139,50242,86.96,0.335,12.69,7.85,30.94,14.49,2183,0,none,999,999,999,999,0
1,140,50383,89.76,0.343,12.68,7.84,31.57,14.94,2247,0,none,999,999,999,999,0
1,141,50427,86.65,0.296,12.67,7.84,31.47,14.53,2142,0,none,999,999,999,999,0
1,142,50505,86.86,0.368,12.71,7.83,31.61,14.45,2161,0,none,999,999,999,999,0
1,143,50680,85.75,0.278,12.63,7.83,31.75,14.54,2220,0,none,999,999,999,999,0
1,144,50739,86.84,0.333,12.73,7.83,31.18,14.66,2191,0,none,999,999,999,999,0
1,145,50837,88.02,0.329,12.65,7.82,31.36,14.67,2193,0,none,999,999,999,999,0
1,146,50966,86.72,0.356,12.67,7.82,31.66,14.56,2152,0,none,999,999,999,999,0
1,147,51145,89.08,0.353,12.65,7.81,31.44,14.41,2143,0,none,999,999,999,999,0
1,148,51244,90.01,0.313,12.74,7.81,31.38,14.71,2150,0,none,999,999,999,999,0
1,149,51378,88.71,0.336,12.72,7.8,31.81,14.84,2153,0,none,999,999,999,999,0
1,150,51566,87.95,0.311,12.78,7.8,31.46,14.51,2216,0,none,999,999,999,999,0
1,151,51642,87.99,0.328,12.63,7.8,31.34,14.95,2201,0,none,999,999,999,999,0
1,152,51765,87.45,0.28,12.71,7.79,31.6,14.24,2142,0,none,999,999,999,999,0
1,153,51978,85.42,0.335,12.73,7.79,31.27,14.05,2129,0,none,999,999,999,999,0
1,154,52176,87.5,0.299,12.73,7.79,31.15,14.63,2191,0,none,999,999,999,999,0
1,155,52385,86.14,0.346,12.66,7.78,31.18,14.55,2106,0,none,999,999,999,999,0
1,156,52518,88.27,0.291,12.69,7.78,31.57,14.18,2125,0,none,999,999,999,999,0
1,157,52598,90.15,0.332,12.73,7.78,32.16,14.51,2136,0,none,999,999,999,999,0
1,158,52783,87.29,0.302,12.81,7.77,31.45,14.4,2205,0,none,999,999,999,999,0
1,159,52878,86.37,0.33,12.79,7.77,31.49,14.48,2148,0,none,999,999,999,999,0
1,160,53086,87.47,0.341,12.61,7.77,31.61,14.48,2183,0,none,999,999,999,999,0
1,161,53247,89.07,0.292,12.74,7.77,31.47,14.23,2167,0,none,999,999,999,999,0
1,162,53443,88.13,0.328,12.77,7.76,31.72,13.98,2156,0,none,999,999,999,999,0
1,163,53518,89.42,0.301,12.71,7.76,31.07,14.42,2227,0,none,999,999,999,999,0
1,164,53628,85.67,0.36,12.72,7.76,31.29,14.67,2112,0,none,999,999,999,999,0
1,165,53731,87.33,0.311,12.73,7.75,31.43,14.68,2168,0,none,999,999,999,999,0
1,166,53798,90.6,0.291,12.76,7.75,31.76,14.38,2258,0,none,999,999,999,999,0
1,167,53990,87.66,0.318,12.71,7.74,31.77,14.59,2132,0,none,999,999,999,999,0
1,168,54098,88.71,0.337,12.68,7.74,31.07,14.38,2103,0,none,999,999,999,999,0
1,169,54306,84.37,0.298,12.75,7.74,31.15,14.62,2113,0,none,999,999,999,999,0
1,170,54424,88.27,0.369,12.77,7.73,31.26,14.43,2155,0,none,999,999,999,999,0
1,171,54598,89.68,0.32,12.81,7.73,31.38,14.91,2183,0,none,999,999,999,999,0
1,172,54778,86.9,0.332,12.74,7.72,31.36,14.29,2114,0,none,999,999,999,999,0
1,173,54880,89.27,0.322,12.58,7.72,31.29,14.52,2252,0,none,999,999,999,999,0
1,174,54943,89.97,0.332,12.72,7.71,31.38,14.62,2199,0,none,999,999,999,999,0
1,175,55124,88.31,0.326,12.66,7.71,31.34,14.43,2126,0,none,999,999,999,999,0
1,176,55250,88.31,0.3,12.73,7.71,30.99,14.44,2143,0,none,999,999,999,999,0
1,177,55331,88.52,0.28,12.69,7.7,31.95,14.58,2171,0,none,999,999,999,999,0
1,178,55455,85.52,0.289,12.7,7.7,31.13,14.81,2156,0,none,999,999,999,999,0
1,179,55579,87.64,0.319,12.67,7.69,31.67,14.79,2162,0,none,999,999,999,999,0
1,180,55729,88.59,0.329,12.74,7.69,31.0,14.95,2130,0,none,999,999,999,999,0
1,181,55907,89.74,0.317,12.74,7.68,31.42,14.53,2223,0,none,999,999,999,999,0
1,182,56126,86.96,0.334,12.71,7.68,30.88,14.41,2145,0,none,999,999,999,999,0
1,183,56166,87.05,0.338,12.73,7.68,31.31,14.47,2174,0,engine,67,999,999,999,0
1,184,56328,87.12,0.323,12.64,7.67,31.4,14.64,2110,0,engine,66,999,999,999,0
1,185,56477,88.56,0.32,12.63,7.67,31.36,14.65,2090,0,engine,65,999,999,999,0
1,186,56655,88.72,0.374,12.66,7.66,31.31,14.07,2090,0,engine,64,999,999,999,0
1,187,56796,87.57,0.348,12.69,7.66,31.13,14.42,2207,0,engine,63,999,999,999,0
1,188,56909,91.46,0.368,12.69,7.65,31.69,14.54,2138,0,engine,62,999,999,999,0
1,189,56991,90.12,0.399,12.67,7.65,31.44,14.19,2198,0,engine,61,999,999,999,0
1,190,57083,90.86,0.475,12.61,7.64,31.45,14.03,2228,0,engine,60,999,999,999,0
1,191,57151,90.78,0.453,12.58,7.64,31.83,14.21,2253,0,engine,59,999,999,999,0
1,192,57228,91.05,0.443,12.71,7.64,31.67,13.73,2254,0,engine,58,999,999,999,0
1,193,57445,91.81,0.409,12.73,7.63,30.9,14.04,2216,0,engine,57,999,999,999,0
1,194,57619,90.7,0.46,12.76,7.63,31.51,13.9,2216,0,engine,56,999,999,999,0
1,195,57740,92.76,0.486,12.81,7.62,31.02,13.9,2303,0,engine,55,999,999,999,0
1,196,57952,92.46,0.497,12.71,7.62,31.14,13.85,2172,0,engine,54,999,999,999,0
1,197,58036,90.58,0.53,12.71,7.62,31.13,13.76,2181,0,engine,53,999,999,999,0
1,198,58214,94.32,0.511,12.73,7.61,31.19,13.82,2241,0,engine,52,999,999,999,0
1,199,58318,92.99,0.51,12.67,7.61,30.97,13.8,2233,0,engine,51,999,999,999,0
1,200,58492,93.75,0.528,12.67,7.61,31.39,13.2,2267,0,engine,50,999,999,999,0
1,201,58543,95.06,0.561,12.67,7.6,30.67,13.74,2258,0,engine,49,999,999,999,0
1,202,58698,93.46,0.567,12.72,7.6,30.95,13.77,2212,1,engine,48,999,999,999,0
1,203,58753,94.6,0.572,12.67,7.59,31.37,13.51,2269,0,engine,47,999,999,999,0
1,204,58806,93.09,0.594,12.74,7.59,30.94,13.42,2245,0,engine,46,999,999,999,0
1,205,58981,95.75,0.592,12.73,7.59,31.12,13.29,2296,0,engine,45,999,999,999,0
1,206,59065,94.54,0.619,12.66,7.58,31.18,13.57,2314,0,engine,44,999,999,999,0
1,207,59132,95.89,0.621,12.66,7.58,31.16,13.09,2252,0,engine,43,999,999,999,0
1,208,59284,97.14,0.64,12.83,7.58,31.21,13.26,2247,0,engine,42,999,999,999,0
1,209,59453,94.84,0.676,12.64,7.57,31.79,13.35,2308,0,engine,41,999,999,999,0
1,210,59660,97.61,0.709,12.75,7.57,30.87,13.2,2350,1,engine,40,999,999,999,0
1,211,59816,96.75,0.662,12.68,7.56,31.25,13.06,2292,1,engine,39,999,999,999,0
1,212,59933,97.97,0.706,12.67,7.56,31.38,12.65,2339,0,engine,38,999,999,999,0
1,213,60061,95.43,0.686,12.71,7.55,31.35,13.02,2307,0,engine,37,999,999,999,0
1,214,60253,98.68,0.734,12.59,7.55,31.58,13.18,2356,0,engine,36,999,999,999,0
1,215,60461,100.3,0.735,12.68,7.54,31.57,12.89,2291,0,engine,35,999,999,999,0
1,216,60580,98.86,0.77,12.68,7.54,31.79,12.65,2317,1,engine,34,999,999,999,0
1,217,60715,97.51,0.738,12.7,7.54,31.01,12.7,2372,1,engine,33,999,999,999,0
1,218,60908,99.05,0.806,12.72,7.53,31.14,12.69,2393,1,engine,32,999,999,999,0
1,219,60989,98.44,0.834,12.75,7.53,31.44,12.7,2348,0,engine,31,999,999,999,0
1,220,61109,100.35,0.837,12.67,7.52,31.16,12.38,2319,0,engine,30,999,999,999,1
1,221,61314,102.11,0.8,12.73,7.52,31.78,12.47,2371,0,engine,29,999,999,999,1
1,222,61439,99.45,0.85,12.62,7.52,31.51,12.72,2341,0,engine,28,999,999,999,1
1,223,61511,100.36,0.829,12.72,7.51,31.21,12.25,2355,1,engine,27,999,999,999,1
1,224,61558,101.23,0.886,12.64,7.51,31.36,12.44,2364,0,engine,26,999,999,999,1
1,225,61632,102.37,0.828,12.75,7.5,30.43,12.23,2429,1,engine,25,999,999,999,1
1,226,61771,100.73,0.921,12.6,7.5,31.69,12.29,2345,0,engine,24,999,999,999,1
1,227,61815,103.25,0.879,12.67,7.49,31.09,12.51,2344,0,engine,23,999,999,999,1
1,228,61921,101.3,0.913,12.65,7.49,30.97,12.22,2354,0,engine,22,999,999,999,1
1,229,62042,102.12,0.922,12.65,7.49,31.95,12.16,2418,1,engine,21,999,999,999,1
1,230,62097,103.61,0.933,12.74,7.48,30.99,12.04,2390,0,engine,20,999,999,999,1
1,231,62187,103.4,0.953,12.72,7.48,31.42,12.03,2402,0,engine,19,999,999,999,1
1,232,62252,103.64,0.983,12.78,7.47,30.95,12.15,2349,1,engine,18,999,999,999,1
1,233,62352,104.54,0.983,12.7,7.47,31.27,11.78,2418,0,engine,17,999,999,999,1
1,234,62474,103.7,0.98,12.71,7.47,31.51,11.93,2473,0,engine,16,999,999,999,1
1,235,62652,104.88,1.01,12.8,7.46,31.21,11.7,2457,1,engine,15,999,999,999,1
1,236,62833,106.67,1.033,12.64,7.46,31.71,11.91,2395,0,engine,14,999,999,999,1
1,237,62876,105.84,1.047,12.66,7.46,31.52,11.83,2451,0,engine,13,999,999,999,1
1,238,62939,105.9,1.035,12.62,7.45,31.52,11.16,2464,0,engine,12,999,999,999,1
1,239,63019,107.1,1.067,12.7,7.45,31.57,11.53,2501,0,engine,11,999,999,999,1
1,240,63092,107.74,1.101,12.79,7.44,31.12,11.3,2426,0,engine,10,999,999,999,1
1,241,63139,105.62,1.117,12.63,7.44,31.7,12.09,2486,0,engine,9,999,999,999,1
1,242,63341,105.12,1.103,12.64,7.44,30.91,11.81,2487,0,engine,8,999,999,999,1
1,243,63521,108.78,1.128,12.72,7.43,31.29,11.35,2426,1,engine,7,999,999,999,1
1,244,63593,108.02,1.116,12.69,7.43,31.37,10.93,2450,1,engine,6,999,999,999,1
1,245,63673,108.47,1.176,12.73,7.43,31.32,11.22,2467,0,engine,5,999,999,999,1
1,246,63749,109.36,1.171,12.73,7.42,31.38,11.42,2532,0,engine,4,999,999,999,1
1,247,63955,109.24,1.148,12.66,7.42,31.58,11.15,2482,0,engine,3,999,999,999,1
1,248,64173,108.31,1.2,12.71,7.41,31.5,11.34,2516,1,engine,2,999,999,999,1
1,249,64221,109.72,1.213,12.73,7.41,31.52,11.11,2481,1,engine,1,999,999,999,1
2,0,32776,89.43,0.359,12.56,9.12,32.79,14.6,2484,0,none,999,999,999,999,0
2,1,32990,93.63,0.374,12.51,9.12,32.33,14.35,2471,0,none,999,999,999,999,0
2,2,33083,91.26,0.349,12.49,9.11,32.6,14.66,2447,0,none,999,999,999,999,0
2,3,33169,89.49,0.356,12.5,9.11,32.92,14.67,2458,0,none,999,999,999,999,0
2,4,33314,89.5,0.354,12.51,9.1,32.21,14.48,2385,0,none,999,999,999,999,0
2,5,33521,90.96,0.376,12.58,9.1,32.42,14.96,2443,0,none,999,999,999,999,0
2,6,33720,90.41,0.364,12.52,9.1,33.14,14.65,2463,0,none,999,999,999,999,0
2,7,33894,90.43,0.37,12.45,9.09,32.48,14.54,2425,0,none,999,999,999,999,0
2,8,34113,90.5,0.378,12.6,9.09,32.45,14.45,2451,0,none,999,999,999,999,0
2,9,34291,91.33,0.386,12.61,9.08,33.07,14.37,2434,0,none,999,999,999,999,0
2,10,34345,88.6,0.368,12.51,9.08,32.56,14.38,2390,0,none,999,999,999,999,0
2,11,34515,91.08,0.41,12.56,9.08,32.68,14.32,2382,0,none,999,999,999,999,0
2,12,34679,90.34,0.364,12.5,9.07,32.44,14.79,2402,0,none,999,999,999,999,0
2,13,34735,90.98,0.354,12.47,9.07,32.31,14.53,2480,0,none,999,999,999,999,0
2,14,34812,87.53,0.387,12.49,9.06,32.63,14.59,2477,0,none,999,999,999,999,0
2,15,34936,89.44,0.369,12.54,9.06,32.68,14.7,2458,0,none,999,999,999,999,0
2,16,35086,90.89,0.344,12.58,9.06,32.81,14.56,2311,0,none,999,999,999,999,0
2,17,35291,89.73,0.327,12.61,9.05,32.54,14.76,2445,0,none,999,999,999,999,0
2,18,35368,93.12,0.386,12.47,9.05,32.67,14.77,2482,0,none,999,999,999,999,0
2,19,35564,91.5,0.418,12.51,9.04,32.38,14.48,2414,0,none,999,999,999,999,0
2,20,35688,90.83,0.356,12.64,9.04,32.54,14.8,2444,0,none,999,999,999,999,0
2,21,35826,92.03,0.367,12.57,9.04,32.64,14.48,2450,0,none,999,999,999,999,0
2,22,35913,91.9,0.389,12.55,9.03,31.82,14.64,2345,0,none,999,999,999,999,0
2,23,36036,91.59,0.348,12.47,9.03,32.61,14.53,2414,0,none,999,999,999,999,0
2,24,36124,91.65,0.383,12.62,9.02,32.48,14.13,2426,0,none,999,999,999,999,0
2,25,36172,90.17,0.352,12.62,9.02,32.76,14.67,2459,0,none,999,999,999,999,0
2,26,36282,87.76,0.369,12.56,9.01,32.9,14.85,2497,0,none,999,999,999,999,0
2,27,36467,90.96,0.417,12.62,9.01,32.87,14.46,2398,0,none,999,999,999,999,0
2,28,36524,90.25,0.398,12.53,9.01,31.8,14.64,2406,0,none,999,999,999,999,0
2,29,36599,90.06,0.382,12.47,9.0,32.38,14.68,2409,0,none,999,999,999,999,0
2,30,36713,90.33,0.327,12.58,9.0,32.04,14.6,2398,0,none,999,999,999,999,0
2,31,36831,90.17,0.353,12.58,9.0,32.4,14.74,2445,0,none,999,999,999,999,0
2,32,37041,89.35,0.333,12.56,8.99,32.43,14.06,2412,0,none,999,999,999,999,0
2,33,37177,88.34,0.337,12.6,8.99,32.94,14.39,2409,0,none,999,999,999,999,0
2,34,37223,90.05,0.397,12.53,8.98,32.56,14.77,2518,0,none,999,999,999,999,0
